fhpolrigaug,lrgdpch,country,year,year_numeric,sample,code,polity4
0.1666667,8.840083,Cuba,1985,38,1,CUB,0.15
0,8.80514,Cuba,1990,39,1,CUB,0.15
0,8.534362,Cuba,1995,40,1,CUB,0.15
0,NA,Cuba,2000,41,1,CUB,0.15
NA,7.749754,Cyprus,1950,31,0,CYP,NA
NA,7.974775,Cyprus,1955,32,0,CYP,NA
0.86,7.997364,Cyprus,1960,33,0,CYP,0.9
0.87,8.290691,Cyprus,1965,34,1,CYP,NA
0.8333333,8.570662,Cyprus,1970,35,1,CYP,0.85
0.5,8.415262,Cyprus,1975,36,1,CYP,1
0.6666667,8.957566,Cyprus,1980,37,1,CYP,1
1,9.16623,Cyprus,1985,38,1,CYP,1
1,9.465647,Cyprus,1990,39,1,CYP,1
1,9.68425,Cyprus,1995,40,1,CYP,1
1,NA,Cyprus,2000,41,1,CYP,1
NA,NA,Czech Republic,1950,31,0,CZE,NA
NA,NA,Czech Republic,1955,32,0,CZE,NA
NA,NA,Czech Republic,1960,33,0,CZE,NA
NA,NA,Czech Republic,1965,34,0,CZE,NA
NA,NA,Czech Republic,1970,35,0,CZE,NA
NA,NA,Czech Republic,1975,36,0,CZE,NA
NA,NA,Czech Republic,1980,37,0,CZE,NA
NA,NA,Czech Republic,1985,38,0,CZE,NA
NA,9.516825,Czech Republic,1990,39,0,CZE,NA
1,9.465741,Czech Republic,1995,40,0,CZE,1
1,9.522665,Czech Republic,2000,41,1,CZE,1
0.13,NA,Czechoslovakia,1950,31,0,CZE_1,0.15
0.22,NA,Czechoslovakia,1955,32,0,CZE_1,0.15
0.22,NA,Czechoslovakia,1960,33,1,CZE_1,0.15
0.2,NA,Czechoslovakia,1965,34,1,CZE_1,0.15
0,NA,Czechoslovakia,1970,35,1,CZE_1,0.15
0,NA,Czechoslovakia,1975,36,1,CZE_1,0.15
0,NA,Czechoslovakia,1980,37,1,CZE_1,0.15
0,NA,Czechoslovakia,1985,38,1,CZE_1,0.15
0.8333333,NA,Czechoslovakia,1990,39,1,CZE_1,0.9
NA,NA,Czechoslovakia,1995,40,1,CZE_1,NA
NA,NA,Czechoslovakia,2000,41,1,CZE_1,NA
NA,NA,Germany,1950,31,0,DEU,NA
NA,NA,Germany,1955,32,0,DEU,NA
NA,NA,Germany,1960,33,1,DEU,NA
NA,NA,Germany,1965,34,1,DEU,NA
NA,9.427697,Germany,1970,35,1,DEU,NA
NA,9.505297,Germany,1975,36,1,DEU,NA
NA,9.6754,Germany,1980,37,1,DEU,NA
NA,9.754589,Germany,1985,38,1,DEU,NA
1,9.881375,Germany,1990,39,1,DEU,1
1,9.953698,Germany,1995,40,1,DEU,1
1,10.03695,Germany,2000,41,1,DEU,1
NA,NA,"Germany, East",1950,31,0,DEU_E,0.1
0.21,NA,"Germany, East",1955,32,0,DEU_E,0.1
0.2,NA,"Germany, East",1960,33,1,DEU_E,0.05
0.18,NA,"Germany, East",1965,34,1,DEU_E,0.05
0,NA,"Germany, East",1970,35,1,DEU_E,0.05
0,NA,"Germany, East",1975,36,1,DEU_E,0.05
0,NA,"Germany, East",1980,37,1,DEU_E,0.05
0,NA,"Germany, East",1985,38,1,DEU_E,0.05
NA,NA,"Germany, East",1990,39,1,DEU_E,NA
NA,NA,"Germany, East",1995,40,1,DEU_E,NA
NA,NA,"Germany, East",2000,41,1,DEU_E,NA
NA,NA,"Germany, West",1950,31,0,DEU_W,1
0.94,NA,"Germany, West",1955,32,0,DEU_W,1
0.88,NA,"Germany, West",1960,33,1,DEU_W,1
0.89,NA,"Germany, West",1965,34,1,DEU_W,1
1,NA,"Germany, West",1970,35,1,DEU_W,1
1,NA,"Germany, West",1975,36,1,DEU_W,1
1,NA,"Germany, West",1980,37,1,DEU_W,1
1,NA,"Germany, West",1985,38,1,DEU_W,1
NA,NA,"Germany, West",1990,39,1,DEU_W,1
NA,NA,"Germany, West",1995,40,1,DEU_W,NA
NA,NA,"Germany, West",2000,41,1,DEU_W,NA
NA,NA,Djibouti,1950,31,0,DJI,NA
NA,NA,Djibouti,1955,32,0,DJI,NA
NA,NA,Djibouti,1960,33,0,DJI,NA
NA,NA,Djibouti,1965,34,0,DJI,NA
NA,NA,Djibouti,1970,35,0,DJI,NA
NA,NA,Djibouti,1975,36,0,DJI,NA
0.6666667,NA,Djibouti,1980,37,0,DJI,0.1
0.1666667,NA,Djibouti,1985,38,1,DJI,0.1
0.1666667,NA,Djibouti,1990,39,1,DJI,0.1
0.3333333,NA,Djibouti,1995,40,1,DJI,0.15
0.5,NA,Djibouti,2000,41,1,DJI,0.6
NA,NA,Dominica,1950,31,0,DMA,NA
NA,NA,Dominica,1955,32,0,DMA,NA
NA,NA,Dominica,1960,33,0,DMA,NA
NA,NA,Dominica,1965,34,0,DMA,NA
NA,NA,Dominica,1970,35,0,DMA,NA
NA,NA,Dominica,1975,36,0,DMA,NA
0.8333333,8.126091,Dominica,1980,37,0,DMA,NA
0.8333333,8.471012,Dominica,1985,38,1,DMA,NA
0.8333333,8.676472,Dominica,1990,39,1,DMA,NA
1,8.789487,Dominica,1995,40,1,DMA,NA
1,8.906344,Dominica,2000,41,1,DMA,NA
1,9.038835,Denmark,1950,31,0,DNK,1
1,9.071526,Denmark,1955,32,0,DNK,1
1,9.304565,Denmark,1960,33,1,DNK,1
1,9.532278,Denmark,1965,34,1,DNK,1
1,9.682693,Denmark,1970,35,1,DNK,1
1,9.717537,Denmark,1975,36,1,DNK,1
1,9.814511,Denmark,1980,37,1,DNK,1
1,9.913645,Denmark,1985,38,1,DNK,1
1,9.989904,Denmark,1990,39,1,DNK,1
1,10.07164,Denmark,1995,40,1,DNK,1
1,10.18898,Denmark,2000,41,1,DNK,1
NA,NA,Dominican Republic,1950,31,0,DOM,0.05
0.24,7.203041,Dominican Republic,1955,32,0,DOM,0.05
0.21,7.435221,Dominican Republic,1960,33,1,DOM,0.05
0.39,7.44714,Dominican Republic,1965,34,1,DOM,NA
0.6666667,7.609761,Dominican Republic,1970,35,1,DOM,0.35
0.5,7.854886,Dominican Republic,1975,36,1,DOM,0.35
0.8333333,7.978275,Dominican Republic,1980,37,1,DOM,0.8
1,8.036067,Dominican Republic,1985,38,1,DOM,0.8
0.8333333,8.058249,Dominican Republic,1990,39,1,DOM,0.8
0.5,8.221441,Dominican Republic,1995,40,1,DOM,0.75
0.8333333,8.569816,Dominican Republic,2000,41,1,DOM,0.9
NA,NA,Algeria,1950,31,0,DZA,NA
NA,NA,Algeria,1955,32,0,DZA,NA
NA,7.8876,Algeria,1960,33,0,DZA,NA
0.27,8.104171,Algeria,1965,34,0,DZA,0.05
0.1666667,8.141255,Algeria,1970,35,1,DZA,0.05
0,8.206531,Algeria,1975,36,1,DZA,0.05
0.1666667,8.469116,Algeria,1980,37,1,DZA,0.05
0.1666667,8.612084,Algeria,1985,38,1,DZA,0.05
0.5,8.510196,Algeria,1990,39,1,DZA,0.4
0.1666667,8.43754,Algeria,1995,40,1,DZA,0.35
0.1666667,8.496084,Algeria,2000,41,1,DZA,0.35
0.84,NA,Ecuador,1950,31,0,ECU,0.6
0.73,7.528274,Ecuador,1955,32,0,ECU,0.6
0.84,7.602719,Ecuador,1960,33,1,ECU,0.6
0.45,7.652979,Ecuador,1965,34,1,ECU,0.45
0,7.737057,Ecuador,1970,35,1,ECU,0.5
0,8.160672,Ecuador,1975,36,1,ECU,0.25
0.8333333,8.352687,Ecuador,1980,37,1,ECU,0.95
0.8333333,8.276384,Ecuador,1985,38,1,ECU,0.9
0.8333333,8.235887,Ecuador,1990,39,1,ECU,0.95
0.8333333,8.264271,Ecuador,1995,40,1,ECU,0.95
0.6666667,8.151236,Ecuador,2000,41,1,ECU,0.8
NA,7.223467,"Egypt, Arab Rep.",1950,31,0,EGY,0.55
0.29,7.182666,"Egypt, Arab Rep.",1955,32,0,EGY,0.15
0.37,7.298231,"Egypt, Arab Rep.",1960,33,1,EGY,0.15
0.39,7.471501,"Egypt, Arab Rep.",1965,34,1,EGY,0.15
0.1666667,7.585579,"Egypt, Arab Rep.",1970,35,1,EGY,0.15
0.1666667,7.43298,"Egypt, Arab Rep.",1975,36,1,EGY,0.15
0.3333333,7.793143,"Egypt, Arab Rep.",1980,37,1,EGY,0.2
0.5,7.925966,"Egypt, Arab Rep.",1985,38,1,EGY,0.25
0.3333333,8.084625,"Egypt, Arab Rep.",1990,39,1,EGY,0.35
0.1666667,8.190038,"Egypt, Arab Rep.",1995,40,1,EGY,0.35
0.1666667,8.339016,"Egypt, Arab Rep.",2000,41,1,EGY,0.2
NA,NA,Eritrea,1950,31,0,ERI,NA
NA,NA,Eritrea,1955,32,0,ERI,NA
NA,NA,Eritrea,1960,33,0,ERI,NA
NA,NA,Eritrea,1965,34,0,ERI,NA
NA,NA,Eritrea,1970,35,0,ERI,NA
NA,NA,Eritrea,1975,36,0,ERI,NA
NA,NA,Eritrea,1980,37,0,ERI,NA
NA,NA,Eritrea,1985,38,0,ERI,NA
NA,NA,Eritrea,1990,39,0,ERI,NA
0.1666667,NA,Eritrea,1995,40,0,ERI,0.2
0,NA,Eritrea,2000,41,1,ERI,0.2
0.1,7.947925,Spain,1950,31,0,ESP,0.15
0.1,8.266325,Spain,1955,32,0,ESP,0.15
0.11,8.441745,Spain,1960,33,1,ESP,0.15
0.1,8.850598,Spain,1965,34,1,ESP,0.15
0.3333333,9.11336,Spain,1970,35,1,ESP,0.15
0.3333333,9.32349,Spain,1975,36,1,ESP,NA
0.8333333,9.350207,Spain,1980,37,1,ESP,0.95
1,9.373483,Spain,1985,38,1,ESP,1
1,9.58033,Spain,1990,39,1,ESP,1
1,9.699554,Spain,1995,40,1,ESP,1
1,9.800728,Spain,2000,41,1,ESP,1
NA,NA,Estonia,1950,31,0,EST,NA
NA,NA,Estonia,1955,32,0,EST,NA
NA,NA,Estonia,1960,33,1,EST,NA
NA,NA,Estonia,1965,34,1,EST,NA
NA,NA,Estonia,1970,35,1,EST,NA
NA,NA,Estonia,1975,36,1,EST,NA
NA,NA,Estonia,1980,37,1,EST,NA
NA,NA,Estonia,1985,38,1,EST,NA
NA,NA,Estonia,1990,39,1,EST,NA
0.8333333,8.923179,Estonia,1995,40,1,EST,0.8
1,9.168336,Estonia,2000,41,1,EST,0.8
NA,NA,Ethiopia 1993-,1950,31,0,ETH,NA
NA,NA,Ethiopia 1993-,1955,32,0,ETH,NA
NA,NA,Ethiopia 1993-,1960,33,0,ETH,NA
NA,NA,Ethiopia 1993-,1965,34,0,ETH,NA
NA,NA,Ethiopia 1993-,1970,35,0,ETH,NA
NA,NA,Ethiopia 1993-,1975,36,0,ETH,NA
NA,NA,Ethiopia 1993-,1980,37,0,ETH,NA
NA,NA,Ethiopia 1993-,1985,38,0,ETH,NA
NA,NA,Ethiopia 1993-,1990,39,0,ETH,NA
0.5,6.269395,Ethiopia 1993-,1995,40,0,ETH,0.55
0.3333333,6.452979,Ethiopia 1993-,2000,41,1,ETH,0.55
NA,6.161616,Ethiopia -pre 1993,1950,31,0,ETH_1,0.05
0.24,6.259007,Ethiopia -pre 1993,1955,32,0,ETH_1,0.05
0.31,6.266719,Ethiopia -pre 1993,1960,33,1,ETH_1,0.05
0.13,6.351094,Ethiopia -pre 1993,1965,34,1,ETH_1,0.05
0.3333333,6.409465,Ethiopia -pre 1993,1970,35,1,ETH_1,0.05
0,6.438396,Ethiopia -pre 1993,1975,36,1,ETH_1,0.15
0,6.4637270000000004,Ethiopia -pre 1993,1980,37,1,ETH_1,0.15
0,6.229138,Ethiopia -pre 1993,1985,38,1,ETH_1,0.1
0,6.352316,Ethiopia -pre 1993,1990,39,1,ETH_1,0.1
NA,NA,Ethiopia -pre 1993,1995,40,1,ETH_1,NA
NA,NA,Ethiopia -pre 1993,2000,41,1,ETH_1,NA
NA,NA,East Timor,1950,31,0,ETM,NA
NA,NA,East Timor,1955,32,0,ETM,NA
NA,NA,East Timor,1960,33,0,ETM,NA
NA,NA,East Timor,1965,34,0,ETM,NA
NA,NA,East Timor,1970,35,0,ETM,NA
NA,NA,East Timor,1975,36,0,ETM,NA
NA,NA,East Timor,1980,37,0,ETM,NA
NA,NA,East Timor,1985,38,0,ETM,NA
NA,NA,East Timor,1990,39,0,ETM,NA
NA,NA,East Timor,1995,40,0,ETM,NA
NA,NA,East Timor,2000,41,0,ETM,NA
1,8.522561,Finland,1950,31,0,FIN,1
1,8.773726,Finland,1955,32,0,FIN,1
0.97,8.921469,Finland,1960,33,1,FIN,1
0.97,9.128719,Finland,1965,34,1,FIN,1
0.8333333,9.3424,Finland,1970,35,1,FIN,1
0.8333333,9.541437,Finland,1975,36,1,FIN,1
0.8333333,9.651776,Finland,1980,37,1,FIN,1
0.8333333,9.763481,Finland,1985,38,1,FIN,1
1,9.91692,Finland,1990,39,1,FIN,1
1,9.84103,Finland,1995,40,1,FIN,1
1,10.07711,Finland,2000,41,1,FIN,1
NA,NA,Fiji,1950,31,0,FJI,NA
NA,NA,Fiji,1955,32,0,FJI,NA
NA,7.91746,Fiji,1960,33,0,FJI,NA
NA,7.900438,Fiji,1965,34,0,FJI,NA
0.8333333,8.141119,Fiji,1970,35,0,FJI,0.95
0.8333333,8.310014,Fiji,1975,36,1,FJI,0.95
0.8333333,8.43384,Fiji,1980,37,1,FJI,0.95
0.8333333,8.373541,Fiji,1985,38,1,FJI,0.95
0.1666667,8.47295,Fiji,1990,39,1,FJI,0.75
0.5,8.562225,Fiji,1995,40,1,FJI,0.75
0.1666667,NA,Fiji,2000,41,1,FJI,NA
0.98,8.599448,France,1950,31,0,FRA,1
0.99,8.758135,France,1955,32,0,FRA,1
0.9,8.965018,France,1960,33,1,FRA,0.75
0.91,9.192188,France,1965,34,1,FRA,0.75
1,9.420286,France,1970,35,1,FRA,0.9
1,9.545926,France,1975,36,1,FRA,0.9
1,9.693839,France,1980,37,1,FRA,0.9
1,9.755048,France,1985,38,1,FRA,0.9
1,9.904653,France,1990,39,1,FRA,0.95
1,9.909256,France,1995,40,1,FRA,0.95
1,10.01493,France,2000,41,1,FRA,0.95
NA,NA,Gabon,1950,31,0,GAB,NA
NA,NA,Gabon,1955,32,0,GAB,NA
0.63,8.015266,Gabon,1960,33,0,GAB,0.15
0.45,8.600772,Gabon,1965,34,1,GAB,0.15
0.1666667,8.833056,Gabon,1970,35,1,GAB,0.05
0.1666667,8.955916,Gabon,1975,36,1,GAB,0.05
0.1666667,9.111508,Gabon,1980,37,1,GAB,0.05
0.1666667,8.861986,Gabon,1985,38,1,GAB,0.05
0.5,9.111217,Gabon,1990,39,1,GAB,NA
0.3333333,9.095333,Gabon,1995,40,1,GAB,0.3
0.3333333,9.036213,Gabon,2000,41,1,GAB,0.3
0.99,8.925936,United Kingdom,1950,31,0,GBR,1
1,9.068756,United Kingdom,1955,32,0,GBR,1
0.99,9.177211,United Kingdom,1960,33,1,GBR,1
0.99,9.294972,United Kingdom,1965,34,1,GBR,1
1,9.399695,United Kingdom,1970,35,1,GBR,1
1,9.485318,United Kingdom,1975,36,1,GBR,1
1,9.569088,United Kingdom,1980,37,1,GBR,1
1,9.667117,United Kingdom,1985,38,1,GBR,1
1,9.815904,United Kingdom,1990,39,1,GBR,1
1,9.883865,United Kingdom,1995,40,1,GBR,1
1,10.00738,United Kingdom,2000,41,1,GBR,1
NA,NA,Gran Colombia,1950,31,0,GCL,NA
NA,NA,Gran Colombia,1955,32,0,GCL,NA
NA,NA,Gran Colombia,1960,33,0,GCL,NA
NA,NA,Gran Colombia,1965,34,0,GCL,NA
NA,NA,Gran Colombia,1970,35,0,GCL,NA
NA,NA,Gran Colombia,1975,36,0,GCL,NA
NA,NA,Gran Colombia,1980,37,0,GCL,NA
NA,NA,Gran Colombia,1985,38,0,GCL,NA
NA,NA,Gran Colombia,1990,39,0,GCL,NA
NA,NA,Gran Colombia,1995,40,0,GCL,NA
NA,NA,Gran Colombia,2000,41,0,GCL,NA
NA,NA,Georgia,1950,31,0,GEO,NA
NA,NA,Georgia,1955,32,0,GEO,NA
NA,NA,Georgia,1960,33,0,GEO,NA
NA,NA,Georgia,1965,34,0,GEO,NA
NA,NA,Georgia,1970,35,0,GEO,NA
NA,NA,Georgia,1975,36,0,GEO,NA
NA,NA,Georgia,1980,37,0,GEO,NA
NA,NA,Georgia,1985,38,0,GEO,NA
NA,NA,Georgia,1990,39,0,GEO,NA
0.5,NA,Georgia,1995,40,0,GEO,0.75
0.5,8.498297,Georgia,2000,41,1,GEO,0.75
NA,NA,Ghana,1950,31,0,GHA,NA
NA,6.825847,Ghana,1955,32,0,GHA,NA
0.57,6.764173,Ghana,1960,33,0,GHA,0.1
0.24,6.712244,Ghana,1965,34,1,GHA,0.05
0.1666667,7.156179,Ghana,1970,35,1,GHA,0.65
0,7.078761,Ghana,1975,36,1,GHA,0.15
0.8333333,7.09344,Ghana,1980,37,1,GHA,0.8
0,7.028491,Ghana,1985,38,1,GHA,0.15
0.1666667,7.074324,Ghana,1990,39,1,GHA,0.15
0.5,7.149208,Ghana,1995,40,1,GHA,0.45
0.8333333,7.208454,Ghana,2000,41,1,GHA,0.6
NA,NA,Guinea,1950,31,0,GIN,NA
NA,NA,Guinea,1955,32,0,GIN,NA
NA,7.921682,Guinea,1960,33,0,GIN,0.05
0.37,7.944034,Guinea,1965,34,1,GIN,0.05
0,7.732884,Guinea,1970,35,1,GIN,0.05
0,7.788236,Guinea,1975,36,1,GIN,0.05
0,7.86262,Guinea,1980,37,1,GIN,0.05
0,7.728806,Guinea,1985,38,1,GIN,0.15
0.1666667,7.7977,Guinea,1990,39,1,GIN,0.15
0.1666667,7.873855,Guinea,1995,40,1,GIN,0.45
0.1666667,7.948218,Guinea,2000,41,1,GIN,0.45
NA,NA,"Gambia, The",1950,31,0,GMB,NA
NA,NA,"Gambia, The",1955,32,0,GMB,NA
NA,6.805074,"Gambia, The",1960,33,0,GMB,NA
NA,6.976129,"Gambia, The",1965,34,0,GMB,0.9
0.8333333,7.01445,"Gambia, The",1970,35,1,GMB,0.9
0.8333333,7.120737,"Gambia, The",1975,36,1,GMB,0.9
0.8333333,7.144153,"Gambia, The",1980,37,1,GMB,0.9
0.6666667,7.234966,"Gambia, The",1985,38,1,GMB,0.85
0.8333333,7.131224,"Gambia, The",1990,39,1,GMB,0.9
0,6.970135,"Gambia, The",1995,40,1,GMB,0.15
0,7.104079,"Gambia, The",2000,41,1,GMB,0.25
NA,NA,Guinea-Bissau,1950,31,0,GNB,NA
NA,NA,Guinea-Bissau,1955,32,0,GNB,NA
NA,6.056391,Guinea-Bissau,1960,33,0,GNB,NA
NA,6.208751,Guinea-Bissau,1965,34,0,GNB,NA
NA,5.8041,Guinea-Bissau,1970,35,0,GNB,NA
0.1666667,6.414782,Guinea-Bissau,1975,36,0,GNB,0.15
0.1666667,6.103621,Guinea-Bissau,1980,37,1,GNB,0.15
0.1666667,6.294609,Guinea-Bissau,1985,38,1,GNB,0.1
0.1666667,6.47857,Guinea-Bissau,1990,39,1,GNB,0.1
0.6666667,6.662519,Guinea-Bissau,1995,40,1,GNB,0.75
0.5,6.533538,Guinea-Bissau,2000,41,1,GNB,0.75
NA,NA,Equatorial Guinea,1950,31,0,GNQ,NA
NA,NA,Equatorial Guinea,1955,32,0,GNQ,NA
NA,8.091364,Equatorial Guinea,1960,33,0,GNQ,NA
NA,8.134517,Equatorial Guinea,1965,34,0,GNQ,NA
0.1666667,8.231673,Equatorial Guinea,1970,35,0,GNQ,0.15
0.1666667,8.285317,Equatorial Guinea,1975,36,1,GNQ,0.15
0,7.689084,Equatorial Guinea,1980,37,1,GNQ,0.15
0,7.449494,Equatorial Guinea,1985,38,1,GNQ,0.15
0,7.257563,Equatorial Guinea,1990,39,1,GNQ,0.15
0,7.043111,Equatorial Guinea,1995,40,1,GNQ,0.25
0,8.189795,Equatorial Guinea,2000,41,1,GNQ,0.25
0.98,NA,Greece,1950,31,0,GRC,0.7
0.83,8.078986,Greece,1955,32,0,GRC,0.7
0.88,8.334816,Greece,1960,33,1,GRC,0.7
0.83,8.72038,Greece,1965,34,1,GRC,0.7
0.1666667,9.040845,Greece,1970,35,1,GRC,0.15
0.8333333,9.249929,Greece,1975,36,1,GRC,0.9
0.8333333,9.380486,Greece,1980,37,1,GRC,0.9
0.8333333,9.349674,Greece,1985,38,1,GRC,0.9
1,9.390127,Greece,1990,39,1,GRC,1
1,9.431264,Greece,1995,40,1,GRC,1
1,9.589738,Greece,2000,41,1,GRC,1
NA,NA,Grenada,1950,31,0,GRD,NA
NA,NA,Grenada,1955,32,0,GRD,NA
NA,NA,Grenada,1960,33,0,GRD,NA
NA,NA,Grenada,1965,34,0,GRD,NA
NA,NA,Grenada,1970,35,0,GRD,NA
0.8333333,NA,Grenada,1975,36,0,GRD,NA
0.3333333,8.012017,Grenada,1980,37,1,GRD,NA
0.8333333,8.217793,Grenada,1985,38,1,GRD,NA
0.8333333,8.461378,Grenada,1990,39,1,GRD,NA
1,8.496442,Grenada,1995,40,1,GRD,NA
1,8.728799,Grenada,2000,41,1,GRD,NA
0.69,7.677903,Guatemala,1950,31,0,GTM,0.6
0.5,7.638525,Guatemala,1955,32,0,GTM,0.2
0.7,7.759642,Guatemala,1960,33,1,GTM,0.25
0.4,7.845412,Guatemala,1965,34,1,GTM,0.25
0.8333333,8.003448,Guatemala,1970,35,1,GTM,0.55
0.5,8.142745,Guatemala,1975,36,1,GTM,0.35
0.3333333,8.308284,Guatemala,1980,37,1,GTM,0.25
0.5,8.1823340000000009,Guatemala,1985,38,1,GTM,NA
0.6666667,8.188078,Guatemala,1990,39,1,GTM,0.65
0.5,8.235296,Guatemala,1995,40,1,GTM,0.65
0.6666667,8.272367,Guatemala,2000,41,1,GTM,0.9
NA,7.912866,Guyana,1950,31,0,GUY,NA
NA,7.720251,Guyana,1955,32,0,GUY,NA
NA,7.548697,Guyana,1960,33,0,GUY,NA
0.53,7.61239,Guyana,1965,34,0,GUY,NA
0.8333333,7.796377,Guyana,1970,35,0,GUY,0.55
0.5,7.866194,Guyana,1975,36,1,GUY,0.55
0.5,7.945521,Guyana,1980,37,1,GUY,0.15
0.3333333,7.709775,Guyana,1985,38,1,GUY,0.15
0.3333333,7.644551,Guyana,1990,39,1,GUY,0.15
0.8333333,7.878178,Guyana,1995,40,1,GUY,0.8
0.8333333,NA,Guyana,2000,41,1,GUY,0.8
0.63,7.50185,Honduras,1950,31,0,HND,0.35
0.16,7.333015,Honduras,1955,32,0,HND,0.35
0.7,7.438536,Honduras,1960,33,1,HND,0.45
0.5,7.488313,Honduras,1965,34,1,HND,0.45
0,7.528791,Honduras,1970,35,1,HND,0.45
0.1666667,7.593008,Honduras,1975,36,1,HND,0.45
0.5,7.731841,Honduras,1980,37,1,HND,NA
0.8333333,7.725555,Honduras,1985,38,1,HND,0.75
0.8333333,7.707236,Honduras,1990,39,1,HND,0.8
0.6666667,7.626646,Honduras,1995,40,1,HND,0.8
0.6666667,7.625558,Honduras,2000,41,1,HND,0.85
NA,NA,Croatia,1950,31,0,HRV,NA
NA,NA,Croatia,1955,32,0,HRV,NA
NA,NA,Croatia,1960,33,0,HRV,NA
NA,NA,Croatia,1965,34,0,HRV,NA
NA,NA,Croatia,1970,35,0,HRV,NA
NA,NA,Croatia,1975,36,0,HRV,NA
NA,NA,Croatia,1980,37,0,HRV,NA
NA,NA,Croatia,1985,38,0,HRV,NA
NA,NA,Croatia,1990,39,0,HRV,NA
0.5,8.837205,Croatia,1995,40,0,HRV,0.25
0.8333333,9.050838,Croatia,2000,41,1,HRV,0.85
0.47,NA,Haiti,1950,31,0,HTI,0.25
0.51,NA,Haiti,1955,32,0,HTI,0.25
0.35,NA,Haiti,1960,33,1,HTI,0.1
0.21,NA,Haiti,1965,34,1,HTI,0.05
0,6.834893,Haiti,1970,35,1,HTI,0.05
0.1666667,6.826536,Haiti,1975,36,1,HTI,0
0.1666667,7.013275,Haiti,1980,37,1,HTI,0.05
0,6.874998,Haiti,1985,38,1,HTI,0.05
0.5,6.763781,Haiti,1990,39,1,HTI,0.85
0.3333333,7.288907,Haiti,1995,40,1,HTI,0.85
0.1666667,NA,Haiti,2000,41,1,HTI,0.4
0.22,NA,Hungary,1950,31,0,HUN,0.15
0.27,NA,Hungary,1955,32,0,HUN,0.15
0.28,NA,Hungary,1960,33,1,HUN,0.15
0.12,NA,Hungary,1965,34,1,HUN,0.15
0.1666667,8.588902,Hungary,1970,35,1,HUN,0.15
0.1666667,8.845778,Hungary,1975,36,1,HUN,0.15
0.1666667,9.011422,Hungary,1980,37,1,HUN,0.15
0.3333333,9.122087,Hungary,1985,38,1,HUN,0.15
0.8333333,9.169792,Hungary,1990,39,1,HUN,1
1,9.064034,Hungary,1995,40,1,HUN,1
1,9.253325,Hungary,2000,41,1,HUN,1
NA,NA,Indonesia,1950,31,0,IDN,0.5
0.57,NA,Indonesia,1955,32,0,IDN,0.5
0.2,6.841697,Indonesia,1960,33,1,IDN,0.25
0.1,6.797702,Indonesia,1965,34,1,IDN,0.25
0.3333333,6.991541,Indonesia,1970,35,1,IDN,0.15
0.3333333,7.256683,Indonesia,1975,36,1,IDN,0.15
0.3333333,7.54732,Indonesia,1980,37,1,IDN,0.15
0.3333333,7.730899,Indonesia,1985,38,1,IDN,0.15
0.1666667,7.955369,Indonesia,1990,39,1,IDN,0.15
0,8.200976,Indonesia,1995,40,1,IDN,0.15
0.6666667,8.200371,Indonesia,2000,41,1,IDN,0.85
NA,6.558499,India,1950,31,0,IND,0.95
0.98,6.652637,India,1955,32,0,IND,0.95
0.94,6.74189,India,1960,33,1,IND,0.95
0.91,6.831872,India,1965,34,1,IND,0.95
0.8333333,6.978369,India,1970,35,1,IND,0.95
0.8333333,6.997562,India,1975,36,1,IND,0.85
0.8333333,7.055082,India,1980,37,1,IND,0.9
0.8333333,7.221988,India,1985,38,1,IND,0.9
0.8333333,7.423547,India,1990,39,1,IND,0.9
0.5,7.590337,India,1995,40,1,IND,0.95
