fhpolrigaug,lrgdpch,country,year,year_numeric,sample,code,polity4
NA,NA,Slovenia,1980,37,0,SVN,NA
NA,NA,Slovenia,1985,38,0,SVN,NA
NA,9.476882,Slovenia,1990,39,0,SVN,NA
1,9.451581,Slovenia,1995,40,0,SVN,1
1,9.664255,Slovenia,2000,41,1,SVN,1
1,NA,Sweden,1950,31,0,SWE,1
1,9.083261,Sweden,1955,32,0,SWE,1
1,9.227096,Sweden,1960,33,1,SWE,1
1,9.447625,Sweden,1965,34,1,SWE,1
1,9.604271,Sweden,1970,35,1,SWE,1
0.8333333,9.708359,Sweden,1975,36,1,SWE,1
1,9.75062,Sweden,1980,37,1,SWE,1
1,9.836894,Sweden,1985,38,1,SWE,1
1,9.942073,Sweden,1990,39,1,SWE,1
1,9.93772,Sweden,1995,40,1,SWE,1
1,10.07049,Sweden,2000,41,1,SWE,1
NA,NA,Swaziland,1950,31,0,SWZ,NA
NA,NA,Swaziland,1955,32,0,SWZ,NA
NA,NA,Swaziland,1960,33,0,SWZ,NA
NA,NA,Swaziland,1965,34,0,SWZ,NA
0.5,NA,Swaziland,1970,35,0,SWZ,0.5
0.1666667,NA,Swaziland,1975,36,1,SWZ,0
0.3333333,NA,Swaziland,1980,37,1,SWZ,0
0.3333333,NA,Swaziland,1985,38,1,SWZ,0
0.1666667,NA,Swaziland,1990,39,1,SWZ,0
0.1666667,NA,Swaziland,1995,40,1,SWZ,0.05
0.1666667,8.561657,Swaziland,2000,41,1,SWZ,0.05
NA,NA,Seychelles,1950,31,0,SYC,NA
NA,NA,Seychelles,1955,32,0,SYC,NA
NA,8.014518,Seychelles,1960,33,0,SYC,NA
NA,8.055449,Seychelles,1965,34,0,SYC,NA
NA,8.316642,Seychelles,1970,35,0,SYC,NA
NA,8.524745,Seychelles,1975,36,0,SYC,NA
0.1666667,9.005752,Seychelles,1980,37,0,SYC,NA
0.1666667,8.819954,Seychelles,1985,38,1,SYC,NA
0.1666667,9.100372,Seychelles,1990,39,1,SYC,NA
0.6666667,9.138081,Seychelles,1995,40,1,SYC,NA
0.6666667,9.234136,Seychelles,2000,41,1,SYC,NA
0.26,NA,Syrian Arab Republic,1950,31,0,SYR,0.6
0.6,NA,Syrian Arab Republic,1955,32,0,SYR,0.85
0.39,7.246059,Syrian Arab Republic,1960,33,1,SYR,NA
0.2,7.606903,Syrian Arab Republic,1965,34,1,SYR,0.15
0,7.405792,Syrian Arab Republic,1970,35,1,SYR,0.05
0.1666667,7.845409,Syrian Arab Republic,1975,36,1,SYR,0.05
0.3333333,8.003003,Syrian Arab Republic,1980,37,1,SYR,0.05
0.1666667,8.029099,Syrian Arab Republic,1985,38,1,SYR,0.05
0,8.043781,Syrian Arab Republic,1990,39,1,SYR,0.05
0,8.275031,Syrian Arab Republic,1995,40,1,SYR,0.05
0,8.317245,Syrian Arab Republic,2000,41,1,SYR,0.15
NA,NA,Chad,1950,31,0,TCD,NA
NA,NA,Chad,1955,32,0,TCD,NA
0.58,7.100346,Chad,1960,33,0,TCD,0.05
0.48,7.094266,Chad,1965,34,1,TCD,0.05
0.1666667,7.073476,Chad,1970,35,1,TCD,0.05
0,6.977922,Chad,1975,36,1,TCD,0.15
0.1666667,7.398462,Chad,1980,37,1,TCD,NA
0,6.937676,Chad,1985,38,1,TCD,0.15
0,6.816232,Chad,1990,39,1,TCD,0.15
0.1666667,6.796316,Chad,1995,40,1,TCD,0.3
0.1666667,6.811872,Chad,2000,41,1,TCD,0.4
NA,NA,Togo,1950,31,0,TGO,NA
NA,NA,Togo,1955,32,0,TGO,NA
NA,6.798084,Togo,1960,33,0,TGO,0.2
0.45,7.017609,Togo,1965,34,1,TGO,0.2
0,7.242382,Togo,1970,35,1,TGO,0.15
0,7.054319,Togo,1975,36,1,TGO,0.15
0,7.228293,Togo,1980,37,1,TGO,0.15
0.1666667,7.168874,Togo,1985,38,1,TGO,0.15
0.1666667,7.084732,Togo,1990,39,1,TGO,0.15
0.1666667,6.781268,Togo,1995,40,1,TGO,0.4
0.3333333,6.7689,Togo,2000,41,1,TGO,0.4
NA,6.940819,Thailand,1950,31,0,THA,0.35
0.4,6.700241,Thailand,1955,32,0,THA,0.35
0.33,6.994959,Thailand,1960,33,1,THA,0.15
0.17,7.206482,Thailand,1965,34,1,THA,0.15
0,7.507953,Thailand,1970,35,1,THA,0.6
0.8333333,7.638207,Thailand,1975,36,1,THA,0.65
0.6666667,7.91223,Thailand,1980,37,1,THA,0.6
0.6666667,8.092428,Thailand,1985,38,1,THA,0.6
0.8333333,8.483225,Thailand,1990,39,1,THA,0.65
0.6666667,8.819564,Thailand,1995,40,1,THA,0.95
0.8333333,8.833033,Thailand,2000,41,1,THA,0.95
NA,NA,Tajikistan,1950,31,0,TJK,NA
NA,NA,Tajikistan,1955,32,0,TJK,NA
NA,NA,Tajikistan,1960,33,0,TJK,NA
NA,NA,Tajikistan,1965,34,0,TJK,NA
NA,NA,Tajikistan,1970,35,0,TJK,NA
NA,NA,Tajikistan,1975,36,0,TJK,NA
NA,NA,Tajikistan,1980,37,0,TJK,NA
NA,NA,Tajikistan,1985,38,0,TJK,NA
NA,NA,Tajikistan,1990,39,0,TJK,NA
0,NA,Tajikistan,1995,40,0,TJK,0.2
0.1666667,7.185798,Tajikistan,2000,41,1,TJK,0.45
NA,NA,Turkmenistan,1950,31,0,TKM,NA
NA,NA,Turkmenistan,1955,32,0,TKM,NA
NA,NA,Turkmenistan,1960,33,0,TKM,NA
NA,NA,Turkmenistan,1965,34,0,TKM,NA
NA,NA,Turkmenistan,1970,35,0,TKM,NA
NA,NA,Turkmenistan,1975,36,0,TKM,NA
NA,NA,Turkmenistan,1980,37,0,TKM,NA
NA,NA,Turkmenistan,1985,38,0,TKM,NA
NA,NA,Turkmenistan,1990,39,0,TKM,NA
0,NA,Turkmenistan,1995,40,0,TKM,0.05
0,NA,Turkmenistan,2000,41,1,TKM,0.05
NA,NA,Tonga,1950,31,0,TON,NA
NA,NA,Tonga,1955,32,0,TON,NA
NA,NA,Tonga,1960,33,0,TON,NA
NA,NA,Tonga,1965,34,0,TON,NA
0.5,NA,Tonga,1970,35,0,TON,NA
0.3333333,NA,Tonga,1975,36,1,TON,NA
0.3333333,NA,Tonga,1980,37,1,TON,NA
0.3333333,NA,Tonga,1985,38,1,TON,NA
0.6666667,NA,Tonga,1990,39,1,TON,NA
0.3333333,NA,Tonga,1995,40,1,TON,NA
0.3333333,NA,Tonga,2000,41,1,TON,NA
NA,7.777935,Trinidad and Tobago,1950,31,0,TTO,NA
NA,8.047418,Trinidad and Tobago,1955,32,0,TTO,NA
0.94,8.382496,Trinidad and Tobago,1960,33,0,TTO,NA
0.85,8.62865,Trinidad and Tobago,1965,34,0,TTO,0.9
0.8333333,8.792037,Trinidad and Tobago,1970,35,1,TTO,0.9
0.8333333,8.900778,Trinidad and Tobago,1975,36,1,TTO,0.9
0.8333333,9.168795,Trinidad and Tobago,1980,37,1,TTO,0.9
1,9.203589,Trinidad and Tobago,1985,38,1,TTO,0.95
1,9.078541,Trinidad and Tobago,1990,39,1,TTO,0.95
1,9.126772,Trinidad and Tobago,1995,40,1,TTO,0.95
0.8333333,9.321452,Trinidad and Tobago,2000,41,1,TTO,1
NA,NA,Tunisia,1950,31,0,TUN,NA
NA,NA,Tunisia,1955,32,0,TUN,NA
0.84,NA,Tunisia,1960,33,0,TUN,0.05
0.64,7.683999,Tunisia,1965,34,1,TUN,0.05
0.1666667,7.851063,Tunisia,1970,35,1,TUN,0.1
0.1666667,8.194864,Tunisia,1975,36,1,TUN,0.05
0.1666667,8.3811,Tunisia,1980,37,1,TUN,0.05
0.3333333,8.475858,Tunisia,1985,38,1,TUN,0.1
0.3333333,8.504511,Tunisia,1990,39,1,TUN,0.25
0.1666667,8.614884,Tunisia,1995,40,1,TUN,0.35
0.1666667,8.821177,Tunisia,2000,41,1,TUN,0.35
0.84,7.500075,Turkey,1950,31,0,TUR,0.85
0.75,7.784102,Turkey,1955,32,0,TUR,0.7
0.59,7.8965,Turkey,1960,33,1,TUR,NA
0.76,8.013696,Turkey,1965,34,1,TUR,0.9
0.6666667,8.19382,Turkey,1970,35,1,TUR,0.9
0.8333333,8.375748,Turkey,1975,36,1,TUR,0.95
0.3333333,8.359807,Turkey,1980,37,1,TUR,0.25
0.6666667,8.494387,Turkey,1985,38,1,TUR,0.85
0.8333333,8.655212,Turkey,1990,39,1,TUR,0.95
0.3333333,8.717897,Turkey,1995,40,1,TUR,0.9
0.5,8.829385,Turkey,2000,41,1,TUR,0.85
NA,NA,Tuscany,1950,31,0,TUS,NA
NA,NA,Tuscany,1955,32,0,TUS,NA
NA,NA,Tuscany,1960,33,0,TUS,NA
NA,NA,Tuscany,1965,34,0,TUS,NA
NA,NA,Tuscany,1970,35,0,TUS,NA
NA,NA,Tuscany,1975,36,0,TUS,NA
NA,NA,Tuscany,1980,37,0,TUS,NA
NA,NA,Tuscany,1985,38,0,TUS,NA
NA,NA,Tuscany,1990,39,0,TUS,NA
NA,NA,Tuscany,1995,40,0,TUS,NA
NA,NA,Tuscany,2000,41,0,TUS,NA
NA,NA,Taiwan,1950,31,0,TWN,0.1
NA,7.109739,Taiwan,1955,32,0,TWN,0.1
NA,7.265564,Taiwan,1960,33,1,TWN,0.1
0.23,7.585199,Taiwan,1965,34,1,TWN,0.1
0.1666667,7.93372,Taiwan,1970,35,1,TWN,0.1
0.1666667,8.273167,Taiwan,1975,36,1,TWN,0.15
0.3333333,8.677489,Taiwan,1980,37,1,TWN,0.15
0.3333333,8.924109,Taiwan,1985,38,1,TWN,0.15
0.6666667,9.303891,Taiwan,1990,39,1,TWN,0.45
0.6666667,9.601359,Taiwan,1995,40,1,TWN,0.85
1,NA,Taiwan,2000,41,1,TWN,0.95
NA,NA,Tanzania,1950,31,0,TZA,NA
NA,NA,Tanzania,1955,32,0,TZA,NA
NA,5.944191,Tanzania,1960,33,0,TZA,NA
0.63,6.185551,Tanzania,1965,34,0,TZA,0.15
0.1666667,6.336952,Tanzania,1970,35,1,TZA,0.15
0.1666667,6.359638,Tanzania,1975,36,1,TZA,0.15
0.1666667,6.40638,Tanzania,1980,37,1,TZA,0.15
0.1666667,6.449449,Tanzania,1985,38,1,TZA,0.15
0.1666667,6.201927,Tanzania,1990,39,1,TZA,0.15
0.3333333,6.14666,Tanzania,1995,40,1,TZA,0.45
0.5,6.17768,Tanzania,2000,41,1,TZA,0.6
NA,6.290195,Uganda,1950,31,0,UGA,NA
NA,6.379051,Uganda,1955,32,0,UGA,NA
0.77,6.32879,Uganda,1960,33,0,UGA,NA
0.69,6.36559,Uganda,1965,34,0,UGA,0.85
0,6.409434,Uganda,1970,35,1,UGA,0.15
0,6.425271,Uganda,1975,36,1,UGA,0.15
0.3333333,6.093689,Uganda,1980,37,1,UGA,0.65
0.3333333,6.474236,Uganda,1985,38,1,UGA,NA
0.1666667,6.53124,Uganda,1990,39,1,UGA,0.15
0.3333333,6.692755,Uganda,1995,40,1,UGA,0.3
0.1666667,6.846763,Uganda,2000,41,1,UGA,0.3
NA,NA,Ukraine,1950,31,0,UKR,NA
NA,NA,Ukraine,1955,32,0,UKR,NA
NA,NA,Ukraine,1960,33,0,UKR,NA
NA,NA,Ukraine,1965,34,0,UKR,NA
NA,NA,Ukraine,1970,35,0,UKR,NA
NA,NA,Ukraine,1975,36,0,UKR,NA
NA,NA,Ukraine,1980,37,0,UKR,NA
NA,NA,Ukraine,1985,38,0,UKR,NA
NA,9.200294,Ukraine,1990,39,0,UKR,NA
0.6666667,8.486305,Ukraine,1995,40,0,UKR,0.8
0.5,8.438646,Ukraine,2000,41,1,UKR,0.85
NA,NA,United Province CA,1950,31,0,UPC,NA
NA,NA,United Province CA,1955,32,0,UPC,NA
NA,NA,United Province CA,1960,33,0,UPC,NA
NA,NA,United Province CA,1965,34,0,UPC,NA
NA,NA,United Province CA,1970,35,0,UPC,NA
NA,NA,United Province CA,1975,36,0,UPC,NA
NA,NA,United Province CA,1980,37,0,UPC,NA
NA,NA,United Province CA,1985,38,0,UPC,NA
NA,NA,United Province CA,1990,39,0,UPC,NA
NA,NA,United Province CA,1995,40,0,UPC,NA
NA,NA,United Province CA,2000,41,0,UPC,NA
1,8.571289,Uruguay,1950,31,0,URY,0.5
1,8.760683,Uruguay,1955,32,0,URY,0.9
1,8.678337,Uruguay,1960,33,1,URY,0.9
1,8.622192,Uruguay,1965,34,1,URY,0.9
0.6666667,8.721114,Uruguay,1970,35,1,URY,0.9
0.3333333,8.779673,Uruguay,1975,36,1,URY,0.1
0.3333333,8.990587,Uruguay,1980,37,1,URY,0.15
0.8333333,8.731979,Uruguay,1985,38,1,URY,0.95
1,8.890516,Uruguay,1990,39,1,URY,1
0.8333333,9.081685,Uruguay,1995,40,1,URY,1
1,9.17177,Uruguay,2000,41,1,URY,1
0.99,9.27824,United States,1950,31,0,USA,1
0.98,9.38968,United States,1955,32,0,USA,1
0.95,9.415136,United States,1960,33,1,USA,1
0.92,9.594625,United States,1965,34,1,USA,1
1,9.70207,United States,1970,35,1,USA,1
1,9.800418,United States,1975,36,1,USA,1
1,9.96813,United States,1980,37,1,USA,1
1,10.07001,United States,1985,38,1,USA,1
1,10.18331,United States,1990,39,1,USA,1
1,10.25446,United States,1995,40,1,USA,1
1,10.4131,United States,2000,41,1,USA,1
0.23,NA,USSR,1950,31,0,USS,0.05
0.22,NA,USSR,1955,32,0,USS,0.15
0.2,NA,USSR,1960,33,1,USS,0.15
0.18,NA,USSR,1965,34,1,USS,0.15
0.1666667,NA,USSR,1970,35,1,USS,0.15
0,NA,USSR,1975,36,1,USS,0.15
0.1666667,NA,USSR,1980,37,1,USS,0.15
0,NA,USSR,1985,38,1,USS,0.15
0.3333333,NA,USSR,1990,39,1,USS,0.5
NA,NA,USSR,1995,40,1,USS,NA
NA,NA,USSR,2000,41,1,USS,NA
NA,NA,Uzbekistan,1950,31,0,UZB,NA
NA,NA,Uzbekistan,1955,32,0,UZB,NA
NA,NA,Uzbekistan,1960,33,0,UZB,NA
NA,NA,Uzbekistan,1965,34,0,UZB,NA
NA,NA,Uzbekistan,1970,35,0,UZB,NA
NA,NA,Uzbekistan,1975,36,0,UZB,NA
NA,NA,Uzbekistan,1980,37,0,UZB,NA
NA,NA,Uzbekistan,1985,38,0,UZB,NA
NA,NA,Uzbekistan,1990,39,0,UZB,NA
0,7.841262,Uzbekistan,1995,40,0,UZB,0.05
0,NA,Uzbekistan,2000,41,1,UZB,0.05
NA,NA,St. Vincent and the Grenadines,1950,31,0,VCT,NA
NA,NA,St. Vincent and the Grenadines,1955,32,0,VCT,NA
NA,NA,St. Vincent and the Grenadines,1960,33,0,VCT,NA
NA,NA,St. Vincent and the Grenadines,1965,34,0,VCT,NA
NA,NA,St. Vincent and the Grenadines,1970,35,0,VCT,NA
NA,NA,St. Vincent and the Grenadines,1975,36,0,VCT,NA
0.8333333,8.06021,St. Vincent and the Grenadines,1980,37,0,VCT,NA
0.8333333,8.382401,St. Vincent and the Grenadines,1985,38,1,VCT,NA
1,8.585469,St. Vincent and the Grenadines,1990,39,1,VCT,NA
0.8333333,8.723261,St. Vincent and the Grenadines,1995,40,1,VCT,NA
0.8333333,8.874647,St. Vincent and the Grenadines,2000,41,1,VCT,NA
0.3,8.684034,"Venezuela, RB",1950,31,0,VEN,0.35
0.33,8.899124,"Venezuela, RB",1955,32,0,VEN,0.35
0.72,8.967084,"Venezuela, RB",1960,33,1,VEN,0.8
0.73,9.203649,"Venezuela, RB",1965,34,1,VEN,0.8
0.8333333,9.261748,"Venezuela, RB",1970,35,1,VEN,0.95
0.8333333,9.01757,"Venezuela, RB",1975,36,1,VEN,0.95
1,8.983068,"Venezuela, RB",1980,37,1,VEN,0.95
1,8.825475,"Venezuela, RB",1985,38,1,VEN,0.95
1,8.84677,"Venezuela, RB",1990,39,1,VEN,0.95
0.6666667,8.866961,"Venezuela, RB",1995,40,1,VEN,0.9
0.6666667,8.767203,"Venezuela, RB",2000,41,1,VEN,0.85
NA,NA,Vietnam,1950,31,0,VNM,NA
NA,NA,Vietnam,1955,32,0,VNM,NA
NA,NA,Vietnam,1960,33,1,VNM,NA
NA,NA,Vietnam,1965,34,1,VNM,NA
NA,NA,Vietnam,1970,35,1,VNM,NA
NA,NA,Vietnam,1975,36,1,VNM,NA
0,NA,Vietnam,1980,37,1,VNM,0.15
0,NA,Vietnam,1985,38,1,VNM,0.15
0,7.083342,Vietnam,1990,39,1,VNM,0.15
0,7.327942,Vietnam,1995,40,1,VNM,0.15
0,NA,Vietnam,2000,41,1,VNM,0.15
NA,NA,"Vietnam, North",1950,31,0,VNM_N,NA
NA,NA,"Vietnam, North",1955,32,0,VNM_N,0.05
0.31,NA,"Vietnam, North",1960,33,1,VNM_N,0.1
0.33,NA,"Vietnam, North",1965,34,1,VNM_N,0.1
0,NA,"Vietnam, North",1970,35,1,VNM_N,0.15
0,NA,"Vietnam, North",1975,36,1,VNM_N,0.15
NA,NA,"Vietnam, North",1980,37,1,VNM_N,NA
NA,NA,"Vietnam, North",1985,38,1,VNM_N,NA
NA,NA,"Vietnam, North",1990,39,1,VNM_N,NA
NA,NA,"Vietnam, North",1995,40,1,VNM_N,NA
NA,NA,"Vietnam, North",2000,41,1,VNM_N,NA
NA,NA,"Vietnam, South",1950,31,0,VNM_S,NA
NA,NA,"Vietnam, South",1955,32,0,VNM_S,0.35
0.55,NA,"Vietnam, South",1960,33,1,VNM_S,0.35
0.12,NA,"Vietnam, South",1965,34,1,VNM_S,0.35
0.5,NA,"Vietnam, South",1970,35,1,VNM_S,0.35
0,NA,"Vietnam, South",1975,36,1,VNM_S,0.35
NA,NA,"Vietnam, South",1980,37,1,VNM_S,NA
NA,NA,"Vietnam, South",1985,38,1,VNM_S,NA
NA,NA,"Vietnam, South",1990,39,1,VNM_S,NA
NA,NA,"Vietnam, South",1995,40,1,VNM_S,NA
NA,NA,"Vietnam, South",2000,41,1,VNM_S,NA
NA,NA,Vanuatu,1950,31,0,VUT,NA
NA,NA,Vanuatu,1955,32,0,VUT,NA
NA,NA,Vanuatu,1960,33,0,VUT,NA
NA,NA,Vanuatu,1965,34,0,VUT,NA
NA,NA,Vanuatu,1970,35,0,VUT,NA
NA,NA,Vanuatu,1975,36,0,VUT,NA
0.8333333,NA,Vanuatu,1980,37,0,VUT,NA
0.8333333,NA,Vanuatu,1985,38,1,VUT,NA
0.8333333,NA,Vanuatu,1990,39,1,VUT,NA
1,NA,Vanuatu,1995,40,1,VUT,NA
1,NA,Vanuatu,2000,41,1,VUT,NA
NA,NA,Wuerttemburg,1950,31,0,WRT,NA
NA,NA,Wuerttemburg,1955,32,0,WRT,NA
NA,NA,Wuerttemburg,1960,33,0,WRT,NA
NA,NA,Wuerttemburg,1965,34,0,WRT,NA
NA,NA,Wuerttemburg,1970,35,0,WRT,NA
NA,NA,Wuerttemburg,1975,36,0,WRT,NA
NA,NA,Wuerttemburg,1980,37,0,WRT,NA
NA,NA,Wuerttemburg,1985,38,0,WRT,NA
NA,NA,Wuerttemburg,1990,39,0,WRT,NA
NA,NA,Wuerttemburg,1995,40,0,WRT,NA
NA,NA,Wuerttemburg,2000,41,0,WRT,NA
NA,NA,Western Samoa,1950,31,0,WSM,NA
NA,NA,Western Samoa,1955,32,0,WSM,NA
NA,NA,Western Samoa,1960,33,0,WSM,NA
NA,NA,Western Samoa,1965,34,0,WSM,NA
0.5,NA,Western Samoa,1970,35,0,WSM,NA
0.5,NA,Western Samoa,1975,36,0,WSM,NA
0.5,NA,Western Samoa,1980,37,0,WSM,NA
0.5,NA,Western Samoa,1985,38,0,WSM,NA
0.8333333,NA,Western Samoa,1990,39,0,WSM,NA
0.8333333,NA,Western Samoa,1995,40,0,WSM,NA
0.8333333,NA,Western Samoa,2000,41,0,WSM,NA
NA,NA,Yemen,1950,31,0,YEM,NA
NA,NA,Yemen,1955,32,0,YEM,NA
NA,NA,Yemen,1960,33,0,YEM,NA
NA,NA,Yemen,1965,34,0,YEM,NA
NA,NA,Yemen,1970,35,0,YEM,NA
NA,NA,Yemen,1975,36,0,YEM,NA
NA,NA,Yemen,1980,37,0,YEM,NA
NA,NA,Yemen,1985,38,0,YEM,NA
0.1666667,7.003024,Yemen,1990,39,0,YEM,NA
0.3333333,6.775308,Yemen,1995,40,1,YEM,0.4
0.3333333,6.705804,Yemen,2000,41,1,YEM,0.4
0.12,NA,"Yemen, N.Arab",1950,31,0,YEM_N,0.2
0.11,NA,"Yemen, N.Arab",1955,32,0,YEM_N,0.2
0.12,NA,"Yemen, N.Arab",1960,33,1,YEM_N,0.2
0.06,NA,"Yemen, N.Arab",1965,34,1,YEM_N,0.5
0.5,NA,"Yemen, N.Arab",1970,35,1,YEM_N,0.35
0.1666667,NA,"Yemen, N.Arab",1975,36,1,YEM_N,0.3
0.1666667,NA,"Yemen, N.Arab",1980,37,1,YEM_N,0.2
0.3333333,NA,"Yemen, N.Arab",1985,38,1,YEM_N,0.2
NA,NA,"Yemen, N.Arab",1990,39,1,YEM_N,0.25
NA,NA,"Yemen, N.Arab",1995,40,1,YEM_N,NA
NA,NA,"Yemen, N.Arab",2000,41,1,YEM_N,NA
NA,NA,"Yemen, South",1950,31,0,YEM_S,NA
NA,NA,"Yemen, South",1955,32,0,YEM_S,NA
NA,NA,"Yemen, South",1960,33,0,YEM_S,NA
NA,NA,"Yemen, South",1965,34,0,YEM_S,NA
0,NA,"Yemen, South",1970,35,0,YEM_S,0.2
0,NA,"Yemen, South",1975,36,1,YEM_S,0.15
0.1666667,NA,"Yemen, South",1980,37,1,YEM_S,0.1
0.1666667,NA,"Yemen, South",1985,38,1,YEM_S,0.1
NA,NA,"Yemen, South",1990,39,1,YEM_S,0.15
NA,NA,"Yemen, South",1995,40,1,YEM_S,NA
NA,NA,"Yemen, South",2000,41,1,YEM_S,NA
NA,NA,Yugoslavia - post 1991,1950,31,0,YUG,NA
NA,NA,Yugoslavia - post 1991,1955,32,0,YUG,NA
NA,NA,Yugoslavia - post 1991,1960,33,0,YUG,NA
NA,NA,Yugoslavia - post 1991,1965,34,0,YUG,NA
NA,NA,Yugoslavia - post 1991,1970,35,0,YUG,NA
NA,NA,Yugoslavia - post 1991,1975,36,0,YUG,NA
NA,NA,Yugoslavia - post 1991,1980,37,0,YUG,NA
NA,NA,Yugoslavia - post 1991,1985,38,0,YUG,NA
NA,NA,Yugoslavia - post 1991,1990,39,0,YUG,NA
0.1666667,NA,Yugoslavia - post 1991,1995,40,0,YUG,0.15
0.5,NA,Yugoslavia - post 1991,2000,41,1,YUG,0.85
NA,NA,Yugoslavia-pre 1991,1950,31,0,YUG_1,0.15
NA,NA,Yugoslavia-pre 1991,1955,32,0,YUG_1,0.15
0.43,NA,Yugoslavia-pre 1991,1960,33,1,YUG_1,0.15
0.51,NA,Yugoslavia-pre 1991,1965,34,1,YUG_1,0.15
0.1666667,NA,Yugoslavia-pre 1991,1970,35,1,YUG_1,0.15
0.1666667,NA,Yugoslavia-pre 1991,1975,36,1,YUG_1,0.15
0.1666667,NA,Yugoslavia-pre 1991,1980,37,1,YUG_1,0.25
0.1666667,NA,Yugoslavia-pre 1991,1985,38,1,YUG_1,0.25
0.3333333,NA,Yugoslavia-pre 1991,1990,39,1,YUG_1,0.25
NA,NA,Yugoslavia-pre 1991,1995,40,1,YUG_1,NA
NA,NA,Yugoslavia-pre 1991,2000,41,1,YUG_1,NA
0.67,8.324184,South Africa,1950,31,0,ZAF,0.7
0.64,8.423112,South Africa,1955,32,0,ZAF,0.7
0.65,8.509544,South Africa,1960,33,1,ZAF,0.7
0.59,8.682797,South Africa,1965,34,1,ZAF,0.7
0.8333333,8.836061,South Africa,1970,35,1,ZAF,0.7
0.5,8.930145,South Africa,1975,36,1,ZAF,0.7
0.3333333,8.980937,South Africa,1980,37,1,ZAF,0.7
0.3333333,8.966209,South Africa,1985,38,1,ZAF,0.7
0.3333333,8.960091,South Africa,1990,39,1,ZAF,0.75
1,8.884942,South Africa,1995,40,1,ZAF,0.95
1,8.928168,South Africa,2000,41,1,ZAF,0.95
NA,6.551328,"Congo, Dem. Rep.",1950,31,0,ZAR,NA
NA,6.864523,"Congo, Dem. Rep.",1955,32,0,ZAR,NA
0.5,6.887443,"Congo, Dem. Rep.",1960,33,0,ZAR,NA
0.38,6.854628,"Congo, Dem. Rep.",1965,34,1,ZAR,0.05
0,6.96187,"Congo, Dem. Rep.",1970,35,1,ZAR,0.05
0,6.868011,"Congo, Dem. Rep.",1975,36,1,ZAR,0.05
0.1666667,6.583971,"Congo, Dem. Rep.",1980,37,1,ZAR,0.05
0,6.466287,"Congo, Dem. Rep.",1985,38,1,ZAR,0.05
0.1666667,6.349827,"Congo, Dem. Rep.",1990,39,1,ZAR,0.1
0,5.773925,"Congo, Dem. Rep.",1995,40,1,ZAR,NA
0,NA,"Congo, Dem. Rep.",2000,41,1,ZAR,NA
NA,NA,Zambia,1950,31,0,ZMB,NA
NA,6.81067,Zambia,1955,32,0,ZMB,NA
NA,7.095546,Zambia,1960,33,0,ZMB,NA
0.67,7.288107,Zambia,1965,34,0,ZMB,0.6
0.3333333,7.196794,Zambia,1970,35,1,ZMB,0.5
0.3333333,7.210035,Zambia,1975,36,1,ZMB,0.05
0.3333333,7.122066,Zambia,1980,37,1,ZMB,0.05
0.3333333,6.995224,Zambia,1985,38,1,ZMB,0.05
0.1666667,6.928319,Zambia,1990,39,1,ZMB,0.05
0.6666667,6.702427,Zambia,1995,40,1,ZMB,0.8
0.3333333,6.793074,Zambia,2000,41,1,ZMB,0.55
NA,NA,Zimbabwe,1950,31,0,ZWE,NA
NA,6.969616,Zimbabwe,1955,32,0,ZWE,NA
NA,7.116216,Zimbabwe,1960,33,0,ZWE,NA
NA,7.272482,Zimbabwe,1965,34,0,ZWE,NA
0.1666667,7.675437,Zimbabwe,1970,35,1,ZWE,0.7
0.1666667,7.831994,Zimbabwe,1975,36,1,ZWE,0.7
0.6666667,7.876341,Zimbabwe,1980,37,1,ZWE,0.75
0.5,7.913739,Zimbabwe,1985,38,1,ZWE,0.55
0.1666667,7.977293,Zimbabwe,1990,39,1,ZWE,0.2
0.3333333,7.882274,Zimbabwe,1995,40,1,ZWE,0.2
0.1666667,7.818621,Zimbabwe,2000,41,1,ZWE,0.25
